time,pos_x,pos_z,rot_y
1792.044,-3.5111,0.2148,46.6757
1792.054,-3.5111,0.2148,47.5298
1792.071,-3.5111,0.2148,48.9858
1792.079,-3.5111,0.2148,49.6991
1792.089,-3.5111,0.2148,50.4881
1792.097,-3.5111,0.2148,51.1965
1792.105,-3.5111,0.2148,51.9048
1792.115,-3.5111,0.2148,52.7374
1792.124,-3.5111,0.2148,53.4458
1792.133,-3.5111,0.2148,54.2336
1792.141,-3.5111,0.2148,54.942
1792.151,-3.5111,0.2148,55.7428
1792.159,-3.5111,0.2148,56.455
1792.167,-3.5111,0.2148,57.1634
1792.176,-3.5111,0.2148,57.8717
1792.185,-3.5111,0.2148,58.688
1792.193,-3.5111,0.2148,59.3963
1792.202,-3.5111,0.2148,60.1051
1792.21,-3.5111,0.2148,60.8132
1792.22,-3.5111,0.2148,61.6533
1792.228,-3.5111,0.2148,62.3616
1792.237,-3.5111,0.2148,63.0699
1792.246,-3.5111,0.2148,63.8189
1792.256,-3.5111,0.2148,64.6723
1792.264,-3.5111,0.2148,65.3807
1792.272,-3.5111,0.2148,66.0974
1792.281,-3.5111,0.2148,66.8504
1792.29,-3.5111,0.2148,67.5588
1792.298,-3.5111,0.2148,68.2672
1792.307,-3.5111,0.2148,69.0883
1792.32,-3.5111,0.2148,70.1658
1792.329,-3.5111,0.2148,70.9077
1792.337,-3.5111,0.2148,71.6161
1792.346,-3.5111,0.2148,72.3728
1792.354,-3.5111,0.2148,73.0813
1792.363,-3.5111,0.2148,73.7895
1792.371,-3.5111,0.2148,74.4979
1792.38,-3.5111,0.2148,75.2503
1792.388,-3.5111,0.2148,75.9587
1792.397,-3.5111,0.2148,76.6884
1792.406,-3.5111,0.2148,77.4474
1792.415,-3.5111,0.2148,78.2041
1792.423,-3.5111,0.2148,78.9125
1792.431,-3.5111,0.2148,79.6208
1792.44,-3.5111,0.2148,80.3292
1792.45,-3.5111,0.2148,81.1981
1792.458,-3.5111,0.2148,81.9074
1792.467,-3.5111,0.2148,82.6158
1792.475,-3.5111,0.2148,83.3241
1792.484,-3.5111,0.2148,84.1107
1792.493,-3.5111,0.2148,84.819
1792.501,-3.5111,0.2148,85.5275
1792.509,-3.5111,0.2148,86.2436
1792.518,-3.5111,0.2148,86.9611
1792.526,-3.5111,0.2148,87.6848
1792.535,-3.5111,0.2148,88.3929
1792.543,-3.5111,0.2148,89.1013
1792.553,-3.5111,0.2148,89.9298
1792.561,-3.5111,0.2148,90.6382
1792.569,-3.5111,0.2148,91.3466
1792.578,-3.5111,0.2148,92.1023
1792.587,-3.5111,0.2148,92.8117
1792.595,-3.5111,0.2148,93.52
1792.603,-3.5111,0.2148,94.233
1792.613,-3.5111,0.2148,95.0411
1792.621,-3.5111,0.2148,95.7495
1792.63,-3.5111,0.2148,96.4579
1792.638,-3.5111,0.2148,97.1662
1792.647,-3.5111,0.2148,97.9151
1792.655,-3.5111,0.2148,98.6247
1792.663,-3.5111,0.2148,99.333
1792.672,-3.5111,0.2148,100.0414
1792.68,-3.5111,0.2148,100.7867
1792.69,-3.5111,0.2148,101.5828
1792.699,-3.5111,0.2148,102.2864
1792.707,-3.5111,0.2148,102.9379
1792.716,-3.5111,0.2148,103.6032
1792.724,-3.5111,0.2148,104.2184
1792.733,-3.5111,0.2148,104.8159
1792.741,-3.5111,0.2148,105.3957
1792.749,-3.5111,0.2148,105.9578
1792.758,-3.5111,0.2148,106.5022
1792.766,-3.5111,0.2148,107.0288
1792.774,-3.5111,0.2148,107.5378
1792.783,-3.5111,0.2148,108.0362
1792.791,-3.5111,0.2148,108.5094
1792.799,-3.5111,0.2148,108.965
1792.808,-3.5111,0.2148,109.4028
1792.816,-3.5111,0.2148,109.823
1792.824,-3.5111,0.2148,110.2254
1792.833,-3.5111,0.2148,110.6101
1792.841,-3.5111,0.2148,110.9771
1792.849,-3.5111,0.2148,111.3264
1792.858,-3.5111,0.2148,111.658
1792.866,-3.5111,0.2148,111.9718
1792.874,-3.5111,0.2148,112.268
1792.883,-3.5111,0.2148,112.5465
1792.891,-3.5111,0.2148,112.81
1792.9,-3.5111,0.2148,113.0528
1792.908,-3.5111,0.2148,113.278
1792.917,-3.5111,0.2148,113.4915
1792.925,-3.5111,0.2148,113.6807
1792.933,-3.5111,0.2148,113.8521
1792.941,-3.5111,0.2148,114.0058
1792.95,-3.5111,0.2148,114.1455
1792.958,-3.5111,0.2148,114.2633
1792.967,-3.5111,0.2148,114.3633
1792.975,-3.5111,0.2148,114.4456
1792.983,-3.5111,0.2148,114.5102
1792.992,-3.5111,0.2148,114.5571
1793,-3.5111,0.2148,114.5863
1793.008,-3.5111,0.2148,114.5978
1793.017,-3.5111,0.2148,114.5978
1793.025,-3.5111,0.2148,114.5978
1793.033,-3.5111,0.2148,114.5978
1793.042,-3.5111,0.2148,114.5978
1793.055,-3.5111,0.2148,114.5978
1793.064,-3.5111,0.2148,114.5978
1793.072,-3.5111,0.2148,114.5978
1793.081,-3.5111,0.2148,114.5978
1793.089,-3.5111,0.2148,114.5978
1793.098,-3.5111,0.2148,114.5978
1793.107,-3.5111,0.2148,114.5978
1793.116,-3.5111,0.2148,114.5978
1793.124,-3.5111,0.2148,114.5978
1793.132,-3.5111,0.2148,114.5978
1793.141,-3.5111,0.2148,114.5978
1793.151,-3.5095,0.214,114.5978
1793.159,-3.5069,0.2128,114.5978
1793.168,-3.5032,0.2112,114.5978
1793.176,-3.4984,0.209,114.5978
1793.185,-3.4922,0.2061,114.5978
1793.193,-3.4851,0.2029,114.5978
1793.202,-3.4764,0.1989,114.5978
1793.21,-3.4665,0.1944,114.5978
1793.219,-3.4559,0.1895,114.5978
1793.227,-3.4433,0.1837,114.5978
1793.236,-3.4304,0.1778,114.5978
1793.244,-3.4158,0.1711,114.5978
1793.254,-3.3983,0.1631,114.5978
1793.262,-3.383,0.1561,114.5978
1793.271,-3.3679,0.1492,114.5978
1793.279,-3.3522,0.142,114.5978
1793.288,-3.3371,0.1351,114.5978
1793.296,-3.3219,0.1282,114.5978
1793.305,-3.3047,0.1203,114.5978
1793.315,-3.287,0.1122,114.5978
1793.325,-3.2698,0.1043,114.5978
1793.333,-3.2546,0.0974,114.5978
1793.341,-3.2395,0.0904,114.5978
1793.35,-3.2242,0.0834,114.5978
1793.358,-3.209,0.0765,114.5978
1793.366,-3.1939,0.0695,114.5978
